episode,username,comment,quoted_user,quoted_text,join_date,post_num,neg,neu,pos,compound,overall,anger,disgust,fear,joy,neutral,sadness,surprise,ep_rating
Ep10,Ashhk,"""Okay Shidou's goal was absolutely epic, it's sad for Chigiri though. Anyway now that cyan haired guy is replacing him so we'll see how it goes but the match is very tense, Reo is also cooking...""",,,18-Apr,35506,0.142,0.821,0.036,-0.6453,negative,0.001421649,0.003866299,0.001438136,0.005099112,0.016007073,0.961259305,0.010908525,4.1
Ep13,davidyodo24,"""Okay art looks nice, they give Bachira movement that he deserved.   Rin wtf was that?""",,,19-Oct,7615,0.185,0.585,0.229,-0.0258,neutral,0.31517145,0.215643972,0.038133871,0.045437045,0.294855803,0.017699184,0.073058665,4.4
Ep7,Craneface,"""Okay but cute and hot Nagi's goal was pretty nice CranefaceNov 22, 2024 1:24 PM""",,,17-Nov,231,0.0,0.45,0.55,0.9253,positive,0.003248539,0.00231881,0.000649595,0.803532898,0.136660203,0.015287728,0.038302146,4.1
Ep1,Ashhk,"""Okay some setup to make the different teams... but now we'll see how it goes against the U-20 it seems like they're not here to joke at all, especially the team's captain """,,,18-Apr,35506,0.065,0.805,0.13,0.3331,positive,0.03046144,0.100242414,0.011603338,0.01283252,0.825143099,0.011398883,0.008318337,4.0
Ep14,Ashhk,"""Okay this last episode was kinda legendary not gonna lie, it almost makes you forget about the production issues in the previous eps lol. Rin's ""tongue form"" was funny to see on the field but all of that just allowed Isagi to score the best goal ever seen in this anime yet and at last second secure the win for his team, now he has great ambitions of course and we'll see how it goes, a genuine rivalry between Rin and Isagi was also born this match... and they're even teasing some new character, I can't wait to see what's next but hopefully they'll have more budget next time...""",,,18-Apr,35506,0.022,0.756,0.223,0.9815,positive,0.016922519,0.013237381,0.001838558,0.356145173,0.485693306,0.00926284,0.116900221,4.6
Ep10,Shawn-chan,"""Okay, Shidou’s goal is really well animated, but it makes ABSOLUTELY no sense. Based on the formation, they could’ve easily played it short instead of crossing the entire penalty area. And seriously, the Casa de Papel vibe with “Sae took Chigiri’s speed into account in his calculations for the pass to Shidou”, it feels so cheap and forced.  The episode does get better afterward. I especially liked Niko, who’s honestly becoming one of my favorite characters. He shows that even the Blue Lock program, which mainly focuses on creating strikers, can also inspire someone to become an elite defender.  Reo’s moment was solid too, I still can’t shake the feeling that he’s just a copy of Kise Ryota, but hey, at least it’s well executed.""",,,18-Oct,5,0.115,0.629,0.256,0.9674,positive,0.036358602,0.571568072,0.001905595,0.055758525,0.314127266,0.012728528,0.007553427,4.1
Ep7,davidyodo24,"""Okay, at least Nagi Goal was FIRE 🔥🔥🔥  But they seriously need to stop with that zoom in CGI foots.""",,,19-Oct,7615,0.284,0.657,0.06,-0.6669,negative,0.478158772,0.035590369,0.064527199,0.004738625,0.375707805,0.024927661,0.016349636,4.1
Ep6,davidyodo24,"""Okay, i have to admit the build up for the match got me HYPED!!  But that random CGI Feet caught me off guard lol  I really hope the Match Animation is gonna be good 🤞""",,,19-Oct,7615,0.0,0.639,0.361,0.9357,positive,0.090222977,0.00739311,0.619999826,0.024534367,0.089959562,0.002769273,0.165121004,3.9
Ep8,Pre_Yum,"""Okay, this one might be the roughest one so far. But, it is what it is. As for the content of the episode, we're genuinely doing so well against the U-20 guys and everyone's getting the time to shine. It's half-time and we're 1-2 in this game. Can't wait for the full time and where they stand in the end.  This can change in an instant. Shidou looks so excited and pissed on the bench. I have a feeling that he's going to be the one changing this game in their favor. That's how good he is.  """,,,19-Jun,6892,0.055,0.782,0.163,0.8804,positive,0.038742956,0.034867346,0.003760858,0.132141247,0.775180936,0.005578809,0.009727898,3.9
Ep6,KANLen09,"""Oliver betting with Sae to keep Shidou out of their way after his beef against their star player Sendou, it's a case of compromise between the big star and the team captain, that still, will determine who rises to the top.  Less than 24 hours to go before The Big Stage, and everyone within the Blue Lock XI is hyped as much as the U-20s are alongside the audience wanting to see the results of Blue Lock vs. the JFU, this is really one of the most hyped moments of the series, and it's done exceptionally well. The next 90 mins of the stage will determine their name into the world stage, as cheers erupt to excitement with a jam-packed stadium right at Blue Lock's own facility.  It's go time, and Blue Lock hits first blood, though it doesn't take long for the U-20s to start guessing their play instinctively, as is the case for captain Oliver. And this proves Isagi's way to catch his flow, putting him on his back as the target to achieve.  Good luck, Blue Lock, you're gonna need it.""",,,17-Jul,16503,0.0,0.903,0.097,0.9501,positive,0.019094871,0.005920526,0.003706092,0.137411371,0.813264906,0.002529227,0.018072985,3.9
Ep6,Narizor,"""Oliver is an interesting character who seems to have been boxed in by his coaches, preventing him from playing the way he wanted. He’ll be a big obstacle for Isagi if he wants to stand out; but with the Japanese fans only supporting the U-20 team, Blue Lock will definitely surprise everyone.  Even though I was hoping the episode would kick off with the match already, I really enjoyed it. They’ve built up good anticipation for what’s coming, which looks promising despite any issues with the animation—just hoping that part improves.""",,,22-Jul,1357,0.024,0.643,0.333,0.9887,positive,0.005092824,0.001555523,0.001372769,0.566389263,0.087305598,0.006007642,0.332276434,3.9
Ep6,The_Black_B3ast,"""Oliver is elite. I love it whenever Isagi's vision gets destroyed. BACHIRA NEEDS 2 BE STOPPED THOUGH. Bro's dribbling is on a whole other level. He pivoted on top of the ball and then proceeded to blitz past his opponents. """,,,21-Aug,1032,0.127,0.698,0.175,0.2885,positive,0.468765527,0.108782537,0.025658578,0.007165046,0.373961866,0.010775819,0.004890576,3.9
Ep14,The_Black_B3ast,"""Omds Rin looked like a monster. His tongue and eyes were terrifying. Rin single-handedly dominated the field for a second I forgot there were other players. His making everyone use their best weapons just so he could crush it was ruthless. Isagi believing in him was a full-circle moment. There was no reason for his brother to rub more salt into the wound ""Isagi is a true striker"" The animation styles were elite. Excited for next season especially since they teased the return of Kunigami and showed a whole new character. Good season finale.""",,,21-Aug,1032,0.124,0.736,0.14,0.3965,positive,0.011673779,0.005994216,0.944223166,0.008519744,0.020721205,0.001477626,0.007390203,4.6
Ep14,Aswinblitz,"""Omg this episode was sooo freaking awesome, I want to watch it again. 10/10, So much emotion and intense moments with this incredible animations. Damn I love blue lock. This is getting more interesting, can't wait for the next season.""",,,21-Apr,9,0.109,0.615,0.276,0.8122,positive,0.009941048,0.004405134,0.005682152,0.214518115,0.016193058,0.006954284,0.742306232,4.6
Ep1,Matchappie,"""Omg we're so back!!!""",,,23-Jun,236,0.0,1.0,0.0,0.0,neutral,0.01313051,0.005102864,0.002475249,0.027457694,0.009481099,0.006518968,0.935833573,4.0
Ep8,Ashhk,"""Once again it's sad that the animation is like that because the match has been sooooo good so far, Rin's goal was awesome and Blue Lock is leading the match now, also Aryu stopping the ball like that is insane he's a better goalkeeper than the goalkeeper himself lmao""",,,18-Apr,35506,0.113,0.598,0.288,0.9081,positive,0.000971538,0.001429152,0.000879299,0.005141246,0.007242368,0.963780522,0.020555837,3.9
Ep14,TheMaXIM,"""One of the best episodes ever in an spoccon. Let them cook""",,,21-Dec,259,0.0,0.724,0.276,0.6369,positive,0.011839687,0.016104424,0.001520119,0.175010264,0.770853043,0.004248969,0.020423513,4.6
Ep14,biruzxx,"""One of the best episodes in spokon history. 100/10. 🔥""",,,16-Dec,1,0.0,0.656,0.344,0.6369,positive,0.011475849,0.010649483,0.002772042,0.515775621,0.416034997,0.005217624,0.038074341,4.6
Ep3,ZekiCurie,"""Only due to animation, Blue Lock is my favourite manga...but I don't want to ruin it because of bad animation. I might drop 8-bit studio other anime for ruining my favourite manga adaptation. """,,,21-Feb,1,0.233,0.686,0.081,-0.5789,negative,0.463255316,0.215913758,0.038795594,0.027349534,0.118352011,0.133615881,0.002717873,3.5
Ep14,Lleberia,"""Only episode worth watching, the rest had lackluster animation, not going to expand on that. But that final matchup was what manga fans were expecting to see. I'd like to see the neo egoist league with this level of animation, but I don't have much hopes for it. Although getting Kira to voice the ""mysterous guy"" at the end... certainly adds points.""",,,19-Aug,1,0.066,0.82,0.114,0.514,positive,0.004654855,0.018129822,0.001655263,0.109187022,0.755742908,0.034288056,0.076342046,4.6
Ep2,KatoJoro,"""Only good thing was chigiris moment  """,,,21-Jul,101,0.0,0.633,0.367,0.4404,positive,0.004996593,0.003003081,0.00111544,0.914063454,0.058670398,0.005613298,0.012537737,3.2
Ep14,AcceleratorPT,"""Only the animations  goals and some Itoshis moments were good""",,,10-May,72,0.0,0.756,0.244,0.4404,positive,0.003359866,0.001890707,0.001838623,0.123121835,0.625113606,0.032617692,0.21205765,4.6
Ep3,ladderboi123,"""Only the flow state, Shidou's goal and the triangle between Isagi, Rin and Hiori were animated properly""",,,23-Dec,64,0.0,1.0,0.0,0.0,neutral,0.007419165,0.005953626,0.001386221,0.00857414,0.881737411,0.010791739,0.084137738,3.5
Ep12,Mersailia,"""Ooo, I loved seeing everyone level up this episode, especially Aiku. I'm still kinda baffled that Isagi is shocked every time Barou ""steals his light"". Come on, man, that's been his MO for a while now, you were teammates with the dude. That goal was outstanding, almost as good as Shidou's. And I love that he stripped his shirt off and got a yellow card for it, how very Barou of him. And the after credits was the best and most hilarious one yet, I need more maid cafe Barou in my life.Born to shoujo, forced to shounen.    """,,,24-Jul,46,0.074,0.715,0.21,0.9502,positive,0.008322755,0.00511516,0.002707976,0.006359082,0.018594833,0.001461567,0.957438588,4.2
Ep3,camghost10,"""Oooof i felt the low animation with this one. But the flow scene with Isagi still gave me chills so it wasn't that bad IM HOPING ALL THE BUDGET WENT INTO THE U-20 GAME! THERE IS STILL HOPE! Also, Hiori is going crazy this season OMG! """,,,20-Dec,93,0.079,0.677,0.244,0.9144,positive,0.01343173,0.00633038,0.005563659,0.810183465,0.022678353,0.01813866,0.123673692,3.5
Ep5,bbkikie,"""Osha! 🤣 MC join the lineup 🤩 too bad for Reo tbh😭""",,,21-May,32,0.271,0.572,0.157,-0.3802,negative,0.016194334,0.034160975,0.040087495,0.021116251,0.085532755,0.749695897,0.053212292,3.9
Ep1,landofthekwt,"""Our boi sets off to beat the Japan U20 team""",,,15-Mar,14266,0.0,1.0,0.0,0.0,neutral,0.014421418,0.002936813,0.01636938,0.332219958,0.58423388,0.004301509,0.045517039,4.0
Ep14,Skuvan,"""Outstanding conclusion. From start to finish. Literally, a masterpiece of an episode. From Rin, to Shidou, to Sae, to Rin, to Bachira, everyone literally shone brightly in a way they haven't at all in the previous episodes. Excited for whatever that ""Neo Egoist League"" is. Can't wait for an upcoming season!""",,,16-Aug,660,0.0,0.772,0.228,0.923,positive,0.004943601,0.0015362,0.00174631,0.912814856,0.038241923,0.00161425,0.039102815,4.6
Ep14,Kocodrilo,"""Overall the season was kinda bad because of the bad animation, but atleast they did an exceptional ending, probably using all the budget they had.  Having a good ending can really make up for a lot of the downsides through the way.""",,,18-Jan,55,0.093,0.821,0.085,0.1638,positive,0.009826357,0.102820128,0.00483307,0.221148238,0.519721627,0.13355875,0.008091827,4.6
Ep1,hich4n_,"""PEAK IS BACK LADIES AND GENTS  I thought Isagi was gonna pick the B team so he could challenge himself alongside new 'monsters' but alas he picked Rin.  Also I love how the whole vibe is much more sinister now...  HYPED AF FOR SEASON 2!""",,,22-Nov,586,0.162,0.706,0.132,-0.3919,negative,0.045782663,0.039006095,0.016914595,0.024226818,0.084238239,0.747620761,0.042210802,4.0
Ep14,kerell,"""PEAK PEAK PEAK PEAK RIN VS SAE PEAK PEAK""",,,19-Jul,5,0.0,1.0,0.0,0.0,neutral,0.013226453,0.003995881,0.003089327,0.016255777,0.869397163,0.016251819,0.077783532,4.6
Ep5,T2B_777,"""PNG LOCK, FRAME LOCK""",,,23-Dec,1,0.0,1.0,0.0,0.0,neutral,0.017449031,0.012012144,0.00396446,0.003973448,0.905786157,0.008759899,0.048054762,3.9
Ep3,Hitagi-crab11,"""PNG Lock Blue lock power point the animation""",,,17-Mar,153,0.0,1.0,0.0,0.0,neutral,0.027855044,0.016001457,0.00770194,0.009456798,0.806660056,0.018197833,0.114126794,3.5
Ep3,Ayano_Kuma,"""PNG lock, could've been better with the animation and artstyle """,,,22-Jul,501,0.0,0.756,0.244,0.4404,positive,0.026054626,0.054987799,0.023894994,0.006752845,0.857433558,0.016243016,0.014633058,3.5
Ep14,Bee__F,"""PQP Q EP DO KRL VSFFFFF""",,,20-May,1,0.0,1.0,0.0,0.0,neutral,0.010386511,0.005938881,0.002959207,0.008082522,0.905279458,0.010116979,0.057236556,4.6
Ep3,PrimeX,"""Peak sports shonen scene right there, those 1-2 second cgi though """,,,13-Jul,9672,0.0,1.0,0.0,0.0,neutral,0.040630862,0.038408171,0.152799755,0.020444553,0.713601351,0.011496766,0.022618558,3.5
Ep14,Sladrixx,"""Peakest episode of blue lock fr """,,,24-May,1,0.0,1.0,0.0,0.0,neutral,0.012052383,0.009500287,0.005627913,0.180516645,0.70361495,0.00983029,0.078857578,4.6
Ep7,Prox1mately,"""People seem way to stuck up about the animation. Still animation? Sorry, I haven't been paying attention because the top tier voice acting, sound effects and visual effects do a superb job lifting the whole feel. I'm absolutely loving this stuff. The director and/or animators clearly know their timing as well, it's insane how much they're able to do with so little. The animation could be a lot more smooth, for sure, but the show is just quite simply so good with the rest of its qualities that I don't even think about it until I enter a forum and see people complaining.  Nagi's shot was spectacular. I spoke out loud to my screen, ""Bro, wh-at the f*ck?""""",,,10-Jan,60,0.054,0.804,0.142,0.9,positive,0.06737002,0.066942379,0.002208339,0.228913993,0.253413528,0.019561335,0.361590385,4.1
Ep14,KarsJoestar,"""Perfect, I love it !!!""",,,21-Mar,8,0.0,0.186,0.814,0.8682,positive,0.022935875,0.002893869,0.003536796,0.84250617,0.090193063,0.009421516,0.028512666,4.6
Ep4,Carpal_Tunnel69,"""Please... I'm begging you, i hope every episode from now features more and more cgi in the matches, it looks so much better than in season 1 and it for sure makes it more dynamic than whatever they are doing with the 2d animation if you can call it even that""",,,19-Sep,261,0.0,0.8,0.2,0.8826,positive,0.008974117,0.008328508,0.001285481,0.052225776,0.818928957,0.020272622,0.089984588,3.5
Ep9,luccide,"""Plot kind of lame but triggered me for the first time, in a good way. Let's go last 5 episodes!Signature removed. Please follow the signature rules, as defined in the Site & Forum Guidelines.""",,,07-Oct,1371,0.055,0.754,0.191,0.7223,positive,0.07535062,0.016074689,0.008915011,0.371763408,0.327416718,0.044810534,0.155669019,4.0
Ep7,AaManCan,"""Png lock again, pls fix it""",,,24-Jan,1,0.0,0.794,0.206,0.0772,neutral,0.013915207,0.006265102,0.004892984,0.014544428,0.865479589,0.058040775,0.03686196,4.1
Ep9,Infinite-Void,"""Poor Rin he was such a cute kid and Sae was always a little shit  with his blunt cut bangs🤣""",,,08-Apr,2793,0.334,0.549,0.118,-0.6712,negative,0.193684995,0.323927164,0.01206123,0.081504621,0.130376935,0.239637703,0.018807348,4.0
Ep14,niniane,"""Poor Rin, it was very cruel for him.""",,,14-Dec,4,0.545,0.455,0.0,-0.8016,negative,0.204922274,0.674005032,0.010010569,0.000971069,0.014144556,0.09365993,0.002286495,4.6
Ep1,Mr_Twixtar,"""Power point is real""",,,15-Nov,4,0.0,1.0,0.0,0.0,neutral,0.016906107,0.003848593,0.0035014,0.010082204,0.719253302,0.004548107,0.241860241,4.0
Ep14,altescuc,"""Powerpoint ahh anime""",,,24-Nov,1,0.0,1.0,0.0,0.0,neutral,0.010744561,0.216701627,0.012230479,0.334225923,0.204436213,0.109064333,0.112596869,4.6
Ep1,OmBerry12_Bleach,"""Pretty decent ep to begin the season, I think it would be a short and crisp season which will end when the match between U20 and Strikers will finish,, I liked new charcters and Shiduo is crazy, I haven't read manga so don't know a bit about story but intersting to see Nagi, Chigri, bachira, Rin , Isagi, Barou back in action after long time...""",,,23-Oct,120,0.048,0.887,0.065,0.25,positive,0.006737739,0.004183138,0.001175726,0.777500749,0.154704645,0.009809287,0.045888647,4.0
Ep4,Seddo,"""Pretty decent, just not at the level of the first season""",,,21-Sep,1,0.0,0.758,0.242,0.4939,positive,0.005579046,0.04587853,0.003199604,0.012208399,0.8594082,0.008978006,0.064748183,3.5
Ep10,SouthRzVa,"""Pretty hype episode despite the awkward CGI being more prominent than usual. Feel particularly bad for Chigiri but Hiori entering the field got me quite excited since he's a player that really caught my interest when first introduced.  Also very wholesome ""Additional Time"", by the way. So, uh... am I the only one who finds Isagi and Bachira's moms kinda hot? Especially when they are together?★ Anime List★ Manga List""",,"""★ Profile""",16-Jul,9146,0.031,0.797,0.172,0.8755,positive,0.009269193,0.093164012,0.013769781,0.149448097,0.122558139,0.531958699,0.07983204,4.1
Ep11,deadwindz,"""Prob the best episode yet""",,,22-Sep,140,0.0,0.488,0.512,0.6369,positive,0.022477774,0.042216174,0.003567662,0.194524273,0.592722297,0.016972281,0.127519578,4.2
Ep13,MickeyMinaj,"""Probably the most expressions we got from Rin so far in the story, he really only reacts when Sae is around ​🇸​​🇪​​🇹​ ​🇧​​🇾​⦂ ​🇨​​🇴​​🇿​​🇮​​🇮​ ​🇨​​🇦​​🇷​​🇩​ ​🇨​​🇴​​🇱​​🇱​​🇪​​🇨​​🇹​​🇮​​🇴​​🇳 🇩​​🇪​​🇱​​🇮​​🇻​​🇪​​🇷​​🇾​""",,,21-Jun,4528,0.0,1.0,0.0,0.0,neutral,0.098359071,0.123010315,0.10753876,0.022488553,0.594651461,0.035741318,0.018210525,4.4
Ep6,Ederurlo,"""Props to them for starting the game this episode, maybe it's just my One Piece instincts but I for sure though that it was gonna be at least 2 more episodes until then.  ALSO OLIVER LOOKS SO GOOD AND IS SUCH A COOL CHARACTER WTF """,,,23-Nov,18,0.109,0.658,0.233,0.8014,positive,0.016583689,0.021237049,0.003096248,0.524493396,0.401963621,0.004382989,0.028243065,3.9
Ep6,ChicoFlame,"""Pure OSHA & GLAM baby""",,,21-May,28,0.0,1.0,0.0,0.0,neutral,0.010793569,0.007466031,0.001374058,0.124369591,0.77450788,0.009482819,0.072006114,3.9
Ep3,Amadeiro,"""Puzzle fetishist and dubbed colorized manga is what we living for. Count of drawn animation for this episode - 0, only png slides plus effects plus 3D models. In this season only ball has animation. Still 10 out of 10.""",,,16-Nov,418,0.0,1.0,0.0,0.0,neutral,0.006938352,0.021189539,0.001707362,0.007025256,0.765990496,0.051656809,0.145492226,3.5
Ep13,Kanelbullar,"""R-Rin... are you okay? 💀""",,,23-Jun,140,0.0,0.612,0.388,0.2263,positive,0.067020565,0.017471772,0.107172064,0.036780208,0.316312373,0.1423053,0.312937707,4.4
Ep14,Skull_Emoji,"""RAHHHHHHHH FOOTBALLLLL RAHHH""",,,22-Oct,2,0.0,1.0,0.0,0.0,neutral,0.099631779,0.070468232,0.022831811,0.051488608,0.096924752,0.068801269,0.589853525,4.6
Ep13,Tsunamii_,"""RIN IT'S NOT THAT DEEP LOL """,,,20-Nov,780,0.318,0.682,0.0,-0.3252,negative,0.091512807,0.10837055,0.099341005,0.005099642,0.608444512,0.031572722,0.055658776,4.4
Ep1,samsince04,"""Ready for Blue Lock to put me in another choke-hold this season. Yes I know this season is stacked but without a doubt my favorite show will be this. Anime-onlies that stuck around for the second szn, you won't be disappointed story-wise and hype-wise.  The animation looks fine, but I'm not an expert, so I wouldn't know unless it was glaringly bad. I would've loved a fitting animation for the absolutely gorgeous art in the manga, but you can't always get what you want. Again, I am very excited about this arc.       """,,"""𝒮𝑜𝓂𝑒𝓉𝒾𝓂𝑒𝓈, 𝓎𝑜𝓊 𝒸𝒶𝓃'𝓉 𝓂𝑜𝓋𝑒 𝒻𝑜𝓇𝓌𝒶𝓇𝒹 𝓌𝒾𝓉𝒽𝑜𝓊𝓉 𝒸𝓁𝑜𝓈𝒾𝓃𝑔 𝓉𝒽𝑒 𝒹𝑜𝑜𝓇 𝒷𝑒𝒽𝒾𝓃𝒹 𝓎𝑜𝓊. - 𝑅𝑒𝒾 𝒦𝒾𝓇𝒾𝓎𝒶𝓂𝒶""",20-Sep,4143,0.093,0.658,0.249,0.9486,positive,0.022598259,0.002267078,0.018256906,0.712956548,0.164646477,0.037379537,0.041895144,4.0
Ep8,dawn_07,"""Really amazing, Hate is very very forced""",,,25-Feb,9,0.483,0.256,0.262,-0.5356,negative,0.0760682,0.177664965,0.015575938,0.015773902,0.105053946,0.007892628,0.601970375,3.9
Ep3,moxinkaiser,"""Really awful. Manga is way better.""",,,24-Sep,20,0.323,0.392,0.285,-0.101,negative,0.007480607,0.972629786,0.009797908,0.000431334,0.003610218,0.004290196,0.00175978,3.5
Ep7,ohTap,"""Really bad amimation at the start with image just sliding with just effects, got some good animation when the u20 match started but still has some of that image sliding with effects""",,,22-Nov,1,0.07,0.873,0.057,-0.1145,negative,0.021850459,0.111050837,0.009314171,0.012718836,0.487539142,0.192011103,0.165515512,4.1
Ep14,badabass,"""Really unexpected with the double final episode. Even though the whole series seems dull with the slideshow, ngl the final hits the egoistic spot. That damn Isagi really use those final piece of luck puzzle to close the match xd. Also not to mention with the after credit scene which sure open a possibility to continue this shit further, right?  All in all, i used to dislike this, but since Anri is so lovely with the win, i can't help but still support this, no matter what....   Hide and seek is the best offline games on this fatamorgana-called-world-thing. Please comment nicely. I am newbie here.   I'm level  on mal-badges. View my badges """,,,20-Feb,9486,0.125,0.617,0.258,0.9722,positive,0.104144052,0.017142262,0.181485116,0.312300384,0.123010874,0.166722357,0.095194943,4.6
Ep14,SouthRzVa,"""Referee not stopping the game right after Rin made Niou fly over him was a miracle, not gonna lie.  And woah, studio remembered they were working on a football anime. I even saw feet walking... in 2D!! But seriously tho, 8bit sure reached their FLOW with this episode's second half. The whole sequence with ultimate edgelord Rin (my god...) facing shitty aniki Sae was superb and the conclusion with Isagi's shot and goal while the ""Luck"" puzzle piece was falling into place was absolute cinema. Not enough to make up for this season's overall mediocrity in both visual and writing department but it sure was nice to have this amazingly directed cut as final picture so we can remember this underwhelming season on a slightly more endearing note.  5/10 - Kunigami, my boy! You are finally back. What? Got tired of fighting Hollows and stuff? (I have no fucking clue of what they are fighting in the current season of Bleach)★ Anime List★ Manga List""",,"""★ Profile""",16-Jul,9146,0.144,0.749,0.106,-0.8064,negative,0.009536537,0.005795705,0.005502394,0.160325035,0.043572709,0.017288387,0.757979274,4.6
Ep6,EvelinTz,"""Relax guys, this is just the beginning 😂""",,,23-May,15,0.0,0.674,0.326,0.4404,positive,0.010009752,0.012415821,0.003971797,0.016351711,0.94660145,0.001844939,0.008804508,3.9
Ep11,Amadeiro,"""Reo & Shidou are two gay ass mfsAmadeiroDec 14, 2024 1:19 PM""",,,16-Nov,418,0.259,0.741,0.0,-0.5423,negative,0.005413626,0.001016057,0.002316163,0.188944146,0.474745363,0.057373315,0.270191342,4.2
Ep4,Amadeiro,"""Reo and Nagi peak yaoi, it's actually disgusting. Also, this dude with glasses, ain't no way lil bro thinks he's Davids lmao.AmadeiroOct 26, 2024 2:12 PM""",,,16-Nov,418,0.116,0.819,0.064,-0.3637,negative,0.004078193,0.981259942,0.004589064,0.000583556,0.004543288,0.003615752,0.001330149,3.5
Ep10,PrimeX,"""Reo copied that snake move and Shidou's tongue lol""",,,13-Jul,9672,0.0,0.741,0.259,0.4215,positive,0.017181782,0.024030013,0.002894728,0.039328545,0.890295982,0.008531534,0.017737439,4.1
Ep4,KANLen09,"""Reo is a showman who alwas gets what he wants, and that's even the World Cup itself. And he's ready to prove to Nagi that he's got what it takes.  Isagi giving a rundown on how he created the goal that progressed his team into the next round, it's quite the analysis for his reflexes that he just couldn't know what he did, but he at least understood the assignment. Going forward with Reo's match, Igaguri getting his much-needed screentime, only to get himself berated by Shidou, the others, especially the Top 6, prove their reflexes, with the One-on-One pacificist Emperor: No. 5 Renyu Yukimiya. Reo chasing Nagi, he's got a long way to go.  Reo having a bit of a bro-breakup moment with Nagi, it's clear that the latter already has surpassed his past, and the former is still stuck at where he is right at the moment. The pressure from the rich to the ambitious, Reo knowing that he'd be a wimp if he went home in shame, and standing out by doing imitation moves (as is the case he did from Yukimiya) is the only way he can stand out, even if it means being inferior against the originals.  Reo and Nagi may have lost the game, but at least the former got the latter's recognition. The bro romance still stands...""",,,17-Jul,16503,0.088,0.812,0.1,0.4709,positive,0.014577456,0.020006916,0.001070695,0.013471109,0.929944098,0.005911086,0.015018729,3.5
Ep10,Amadeiro,"""Reo is the dumbest character, not only is he a yaoi boy, but he's also given a ridiculous Shounen-like ability in the style of Kakashi (copy ninja), the author is clearly a fan of Naruto, there's the local Ninjago from Kansai, and half the characters look like freaks from action movies about transvestites. Even Shido looks less gay when he's about to cum from any decent soccer plays.""",,,16-Nov,418,0.088,0.72,0.192,0.8481,positive,0.02664453,0.950756013,0.001048871,0.001447609,0.014613531,0.003556813,0.00193263,4.1
Ep4,crabbyShinobi,"""Reo looked so cool..""",,,22-Nov,20,0.0,1.0,0.0,0.0,neutral,0.004095784,0.004960536,0.001232008,0.696586251,0.156045988,0.01359667,0.123482712,3.5
Ep4,davidyodo24,"""Reo moment to shine, that shot was cool.  The Animation is improved guys, there is a movement when they are running lol It's crazy how they showing us the Bachira movement from Season 1 and it looks really good compare to this season.  So who are Sae want to team up with?""",,,19-Oct,7615,0.041,0.745,0.215,0.8516,positive,0.013547814,0.015080186,0.002227255,0.339303702,0.355677277,0.011343361,0.262820423,3.5
Ep4,sKyBlazer08,"""Reo saying the most sus shit this episode lmao. As expected of Nagi's ex.  Hiori and Nanase are great, in a place full of dickheads, it's good to have some bros.  Sae wants to team with someone from Blue Lock? It's most definitely not going to be Rin, so then who is it?""",,,16-Oct,4535,0.06,0.722,0.219,0.8853,positive,0.021447629,0.086466841,0.002650353,0.033163615,0.783140659,0.010105215,0.063025691,3.5
Ep12,Xiao,"""Reo's copy of Nagi's technique and Barou's goal were definitely the highlights of the episode. Also really liked how we got more insight on Aiku's character. I probably would've enjoyed this episode more overall if there wasn't so much of Isagi yapping.  Wtf was that additional time though lol.....I wasn't so weirded out until that one frame with Barou bending down and spreading his legs while talking to Tokimitsu.   ✫anime list✫manga list""",,"""""As promised, all that you seek, all that we desire, is prepared up there. On top of the Tower.""""",15-Apr,1590,0.048,0.839,0.114,0.6478,positive,0.156968087,0.249501333,0.089501448,0.060398992,0.241737381,0.022115905,0.179776892,4.2
Ep4,PrimeX,"""Reo's obsession with Nagi, it's almost the same level of Naruto's with Sasuke lol, almost. """,,,13-Jul,9672,0.132,0.714,0.154,0.1027,positive,0.029678855,0.143930733,0.027873207,0.004201397,0.768172443,0.011543726,0.014599605,3.5
Ep10,OtakuKun1,"""Replacing Wakatsuki with Shidou was totally a great choice. He is like a devil, strong-willed and efficiently football player. He’s hard to stop, seeing only the trajectory of his own goal.   I think Barou should have been introduced instead of Hioru. He would have countered Shidou, but it seems Ego had other plans.My tickets - MAL Bunkasai 2024:  https://imgur.com/a/m7ANrqo https://imgur.com/a/xH8YXqt https://imgur.com/a/NnZK4E1 https://imgur.com/a/NSutGkk https://imgur.com/a/6t8z0bQ https://imgur.com/a/rsqzLSO https://imgur.com/a/UIuELJD https://imgur.com/a/OpmB5P2  """,,,22-Oct,1084,0.081,0.826,0.093,0.2014,positive,0.037376404,0.024032263,0.071276784,0.007812179,0.833816946,0.009535451,0.016150022,4.1
Ep10,Tsunamii_,"""Rest in peace Chigiri """,,,20-Nov,780,0.0,0.462,0.538,0.5423,positive,0.080337383,0.035041705,0.112054147,0.075431123,0.428351074,0.263373166,0.005411354,4.1
Ep9,DeonX,"""Rin and Sae's backstory was well animated. Not the best from Blue Lock but with what this season has provided us with, I can't really complain.  Technically Sae did give Rin a reality check about strikers and someone always being better than you in something. There's this theory that Leonardo Luna of the World Five who's also in the same Spanish club as Sae, crushed his dream of being a striker and then he settled for the role of a mid fielder.  It's also true that Rin's potential is only tied to his brother whom he wants to conquer.  Shidou's finally making his appearance in the 2nd half.  """,,,21-Feb,23448,0.066,0.811,0.123,0.7787,positive,0.011569446,0.008134399,0.00053821,0.035574224,0.89897126,0.009827733,0.035384767,4.0
